pair,canonical_asset_id,confidence_class,variant_d_presence,p2t_identity_classification,current_seed_only,restricted_claim
WELL,WELL,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
WEMIX,WEMIX,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
WIF,WIF,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
WILD,WILD,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
WIN,WIN,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
WLD,WLD,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
WOO,WOO,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XAI,XAI,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XAVA,XAVA,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XCH,XCH,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XCN,XCN,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XDB,XDB,CURRENT_SEED_KLINE_CONFIRMED,False,TEMPORALLY_DISTINCT_ASSET,True,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XDC,XDC,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XEC,XEC,CURRENT_SEED_KLINE_CONFIRMED,False,TEMPORALLY_DISTINCT_ASSET,True,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XEM,XEM,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XEN,XEN,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XLM,XLM,CURRENT_SEED_KLINE_CONFIRMED,False,TEMPORALLY_DISTINCT_ASSET,True,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XMR,XMR,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XPR,XPR,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XPRT,XPRT,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XRD,XRD,CURRENT_SEED_KLINE_CONFIRMED,False,TEMPORALLY_DISTINCT_ASSET,True,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XRP,XRP,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XTZ,XTZ,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
XYO,XYO,CURRENT_SEED_KLINE_CONFIRMED,False,TEMPORALLY_DISTINCT_ASSET,True,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
YFI,YFI,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
YGG,YGG,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
ZBCN,ZBCN,CURRENT_SEED_KLINE_CONFIRMED,False,TEMPORALLY_DISTINCT_ASSET,True,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
ZEC,ZEC,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
ZEN,ZEN,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
ZIL,ZIL,CURRENT_SEED_KLINE_CONFIRMED,False,TEMPORALLY_DISTINCT_ASSET,True,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
ZKJ,ZKJ,CURRENT_SEED_KLINE_CONFIRMED,False,TEMPORALLY_DISTINCT_ASSET,True,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
ZPAY,ZPAY,EVIDENCE_STRONG,True,,False,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
ZRX,ZRX,CURRENT_SEED_KLINE_CONFIRMED,False,TEMPORALLY_DISTINCT_ASSET,True,RESTRICTED_TO_376_KLINE_CONFIRMED_HISTORICAL_KUCOIN_SPOT_PAIRS
