pair,first_valid_open,last_valid_open,applicable_start,applicable_end,expected_applicable_pair_days,covered_pair_days,missing_pair_days,coverage_ratio,p0b_missing_calendar_day_count,documented_inactivity_boundary,boundary_status
PYTH-USDT,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,408,408,0,1.0,0,True,EXACT_FULL_HISTORY
PZP-USDT,2023-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,623,623,0,1.0,0,True,EXACT_FULL_HISTORY
QI-USDT,2021-08-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-08-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1231,1231,0,1.0,0,True,EXACT_FULL_HISTORY
QKC-USDT,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,404,404,0,1.0,0,True,EXACT_FULL_HISTORY
QNT-USDT,2021-02-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-02-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1424,1424,0,1.0,0,True,EXACT_FULL_HISTORY
RATS-USDT,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,408,408,0,1.0,0,True,EXACT_FULL_HISTORY
RAY-USDT,2024-01-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-01-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,363,363,0,1.0,0,True,EXACT_FULL_HISTORY
REEF-USDT,2021-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1170,1170,0,1.0,0,True,EXACT_FULL_HISTORY
REQ-USDT,2021-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1237,1237,0,1.0,0,True,EXACT_FULL_HISTORY
REVU-USDT,2022-01-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-01-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1090,1090,0,1.0,0,True,EXACT_FULL_HISTORY
RLC-USDT,2021-09-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,1209,1209,0,1.0,0,True,EXACT_FULL_HISTORY
ROSE-USDT,2020-11-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-11-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1504,1504,0,1.0,0,True,EXACT_FULL_HISTORY
ROUTE-USDT,2021-07-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-07-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,1261,1261,0,1.0,0,True,EXACT_FULL_HISTORY
RPL-USDT,2023-01-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-01-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,712,712,0,1.0,0,True,EXACT_FULL_HISTORY
RSR-USDT,2021-11-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-11-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,1133,1133,0,1.0,0,True,EXACT_FULL_HISTORY
RUNE-USDT,2021-09-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,1191,1191,0,1.0,0,True,EXACT_FULL_HISTORY
RVN-USDT,2022-08-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-08-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,854,854,0,1.0,0,True,EXACT_FULL_HISTORY
SAND-USDT,2021-04-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-04-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,1371,1371,0,1.0,0,True,EXACT_FULL_HISTORY
SAROS-USDT,2024-01-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-01-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,348,348,0,1.0,0,True,EXACT_FULL_HISTORY
SATS-USDT,2023-11-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,419,419,0,1.0,0,True,EXACT_FULL_HISTORY
SCRT-USDT,2022-05-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-05-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,952,952,0,1.0,0,True,EXACT_FULL_HISTORY
SD-USDT,2023-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,635,635,0,1.0,0,True,EXACT_FULL_HISTORY
SEI-USDT,2023-08-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-08-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,505,505,0,1.0,0,True,EXACT_FULL_HISTORY
SENSO-USDT,2020-03-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-03-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,1748,1748,0,1.0,0,True,EXACT_FULL_HISTORY
SFP-USDT,2021-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,1134,1134,0,1.0,0,True,EXACT_FULL_HISTORY
SFUND-USDT,2021-06-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-06-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,1301,1301,0,1.0,0,True,EXACT_FULL_HISTORY
SHIB-USDT,2021-05-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-05-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,1332,1332,0,1.0,0,True,EXACT_FULL_HISTORY
SHR-USDT,2020-11-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-11-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1510,1510,0,1.0,0,True,EXACT_FULL_HISTORY
SIN-USDT,2022-05-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-05-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,968,968,0,1.0,0,True,EXACT_FULL_HISTORY
SKEY-USDT,2021-03-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-03-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1384,1384,0,1.0,0,True,EXACT_FULL_HISTORY
SKL-USDT,2021-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1212,1212,0,1.0,0,True,EXACT_FULL_HISTORY
SLP-USDT,2021-08-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-08-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,1246,1246,0,1.0,0,True,EXACT_FULL_HISTORY
SNX-USDT,2018-05-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2192,2173,19,0.9913321167883211,88,True,EXACT_FULL_HISTORY
SOL-USDT,2021-08-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-08-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,1246,1246,0,1.0,0,True,EXACT_FULL_HISTORY
SOUL-USDT,2021-07-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-07-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1274,1274,0,1.0,0,True,EXACT_FULL_HISTORY
SPA-USDT,2022-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,988,988,0,1.0,0,True,EXACT_FULL_HISTORY
SSV-USDT,2023-02-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-02-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,685,685,0,1.0,0,True,EXACT_FULL_HISTORY
STG-USDT,2022-03-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-03-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,1013,1013,0,1.0,0,True,EXACT_FULL_HISTORY
STORJ-USDT,2021-09-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,1216,1216,0,1.0,0,True,EXACT_FULL_HISTORY
STRAX-USDT,2023-04-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-04-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,632,632,0,1.0,0,True,EXACT_FULL_HISTORY
STX-USDT,2020-05-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-05-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,1679,1679,0,1.0,0,True,EXACT_FULL_HISTORY
SUI-USDT,2023-05-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-05-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,609,609,0,1.0,0,True,EXACT_FULL_HISTORY
SUKU-USDT,2020-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1602,1602,0,1.0,0,True,EXACT_FULL_HISTORY
SUN-USDT,2021-07-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-07-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,1275,1275,0,1.0,0,True,EXACT_FULL_HISTORY
SUPER-USDT,2021-10-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-10-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,1161,1161,0,1.0,0,True,EXACT_FULL_HISTORY
SUSHI-USDT,2021-01-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-01-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,1440,1440,0,1.0,0,True,EXACT_FULL_HISTORY
SWEAT-USDT,2022-09-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-09-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,841,841,0,1.0,0,True,EXACT_FULL_HISTORY
SWFTC-USDT,2022-04-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-04-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,985,985,0,1.0,0,True,EXACT_FULL_HISTORY
SYN-USDT,2023-02-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-02-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,673,673,0,1.0,0,True,EXACT_FULL_HISTORY
SYS-USDT,2022-04-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-04-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,979,979,0,1.0,0,True,EXACT_FULL_HISTORY
TAO-USDT,2023-12-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-12-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,378,378,0,1.0,0,True,EXACT_FULL_HISTORY
TEL-USDT,2018-01-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2192,2066,126,0.9425182481751825,425,True,EXACT_FULL_HISTORY
TFUEL-USDT,2022-03-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-03-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1036,1036,0,1.0,0,True,EXACT_FULL_HISTORY
THETA-USDT,2021-02-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-02-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,1426,1426,0,1.0,0,True,EXACT_FULL_HISTORY
TIA-USDT,2023-10-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-10-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,428,428,0,1.0,0,True,EXACT_FULL_HISTORY
TIME-USDT,2021-12-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-12-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,1100,1100,0,1.0,0,True,EXACT_FULL_HISTORY
TLM-USDT,2021-09-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,1192,1192,0,1.0,0,True,EXACT_FULL_HISTORY
TLOS-USDT,2021-05-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-05-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,1325,1325,0,1.0,0,True,EXACT_FULL_HISTORY
TOKEN-USDT,2023-11-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,425,425,0,1.0,0,True,EXACT_FULL_HISTORY
TOWER-USDT,2021-04-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-04-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,1342,1342,0,1.0,0,True,EXACT_FULL_HISTORY
TRAC-USDT,2023-02-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-02-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,691,691,0,1.0,0,True,EXACT_FULL_HISTORY
TRADE-USDT,2021-11-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-11-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1139,1139,0,1.0,0,True,EXACT_FULL_HISTORY
TRB-USDT,2021-09-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,1211,1211,0,1.0,0,True,EXACT_FULL_HISTORY
TRVL-USDT,2021-12-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-12-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,1119,1119,0,1.0,0,True,EXACT_FULL_HISTORY
TRX-USDT,2018-09-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2192,2160,32,0.9854014598540146,105,True,EXACT_FULL_HISTORY
TT-USDT,2022-09-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-09-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,853,853,0,1.0,0,True,EXACT_FULL_HISTORY
TURBOS-USDT,2023-05-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-05-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,597,597,0,1.0,0,True,EXACT_FULL_HISTORY
TWT-USDT,2021-11-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-11-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,1141,1141,0,1.0,0,True,EXACT_FULL_HISTORY
UMA-USDT,2020-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1577,1577,0,1.0,0,True,EXACT_FULL_HISTORY
UNI-USDT,2020-09-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-09-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,1567,1567,0,1.0,0,True,EXACT_FULL_HISTORY
UOS-USDT,2020-09-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-09-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,1561,1561,0,1.0,0,True,EXACT_FULL_HISTORY
UQC-USDT,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,404,404,0,1.0,0,True,EXACT_FULL_HISTORY
UTK-USDT,2023-12-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-12-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,390,390,0,1.0,0,True,EXACT_FULL_HISTORY
VAI-USDT,2021-04-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-04-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1370,1370,0,1.0,0,True,EXACT_FULL_HISTORY
VANRY-USDT,2023-12-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-12-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,384,384,0,1.0,0,True,EXACT_FULL_HISTORY
VELO-USDT,2020-09-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-09-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,1567,1567,0,1.0,0,True,EXACT_FULL_HISTORY
VERSE-USDT,2023-05-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-05-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,586,586,0,1.0,0,True,EXACT_FULL_HISTORY
VET-USDT,2018-08-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2192,2161,31,0.9858576642335767,97,True,EXACT_FULL_HISTORY
VOLT-USDT,2023-06-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-06-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,579,579,0,1.0,0,True,EXACT_FULL_HISTORY
VR-USDT,2021-12-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-12-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1126,1126,0,1.0,0,True,EXACT_FULL_HISTORY
VSYS-USDT,2019-09-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-09-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,1945,1945,0,1.0,0,True,EXACT_FULL_HISTORY
WAVES-USDT,2020-07-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-07-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,1623,1623,0,1.0,0,True,EXACT_FULL_HISTORY
WAX-USDT,2021-04-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-04-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1359,1359,0,1.0,0,True,EXACT_FULL_HISTORY
WAXL-USDT,2023-02-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-02-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,686,686,0,1.0,0,True,EXACT_FULL_HISTORY
WELL-USDT,2022-06-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-06-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,923,923,0,1.0,0,True,EXACT_FULL_HISTORY
WEMIX-USDT,2022-06-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-06-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,916,916,0,1.0,0,True,EXACT_FULL_HISTORY
WIF-USDT,2024-01-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-01-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,349,349,0,1.0,0,True,EXACT_FULL_HISTORY
WILD-USDT,2021-08-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-08-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,1219,1219,0,1.0,0,True,EXACT_FULL_HISTORY
WIN-USDT,2019-08-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-08-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,1980,1980,0,1.0,0,True,EXACT_FULL_HISTORY
WLD-USDT,2023-07-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-07-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,527,527,0,1.0,0,True,EXACT_FULL_HISTORY
WOO-USDT,2021-08-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-08-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,1220,1220,0,1.0,0,True,EXACT_FULL_HISTORY
XAI-USDT,2024-01-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-01-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,358,358,0,1.0,0,True,EXACT_FULL_HISTORY
XAVA-USDT,2021-06-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-06-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,1301,1301,0,1.0,0,True,EXACT_FULL_HISTORY
XCH-USDT,2021-08-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-08-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,1244,1244,0,1.0,0,True,EXACT_FULL_HISTORY
XCN-USDT,2022-04-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-04-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1005,1005,0,1.0,0,True,EXACT_FULL_HISTORY
XDB-USDT,2020-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1730,1730,0,1.0,0,True,EXACT_FULL_HISTORY
XDC-USDT,2021-05-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-05-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1335,1335,0,1.0,0,True,EXACT_FULL_HISTORY
XEC-USDT,2021-12-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-12-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1115,1115,0,1.0,0,True,EXACT_FULL_HISTORY
XEM-USDT,2019-06-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-06-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,2015,2015,0,1.0,0,True,EXACT_FULL_HISTORY
XEN-USDT,2023-06-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-06-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,553,553,0,1.0,0,True,EXACT_FULL_HISTORY
XLM-USDT,2018-08-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2192,2155,37,0.9831204379562044,131,True,EXACT_FULL_HISTORY
XMR-USDT,2021-03-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-03-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,1379,1379,0,1.0,0,True,EXACT_FULL_HISTORY
XPR-USDT,2021-08-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-08-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,1226,1226,0,1.0,0,True,EXACT_FULL_HISTORY
XPRT-USDT,2021-09-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,1205,1205,0,1.0,0,True,EXACT_FULL_HISTORY
XRD-USDT,2023-03-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-03-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,665,665,0,1.0,0,True,EXACT_FULL_HISTORY
XRP-USDT,2018-12-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2192,2161,31,0.9858576642335767,49,True,EXACT_FULL_HISTORY
XTZ-USDT,2019-06-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-06-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2014,2014,0,1.0,0,True,EXACT_FULL_HISTORY
XYO-USDT,2021-09-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,1210,1210,0,1.0,0,True,EXACT_FULL_HISTORY
YFI-USDT,2020-09-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-09-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,1570,1570,0,1.0,0,True,EXACT_FULL_HISTORY
YGG-USDT,2021-09-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,1213,1213,0,1.0,0,True,EXACT_FULL_HISTORY
ZBCN-USDT,2024-05-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-05-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,244,244,0,1.0,0,True,EXACT_FULL_HISTORY
ZEC-USDT,2019-07-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-07-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,2009,2009,0,1.0,0,True,EXACT_FULL_HISTORY
ZEN-USDT,2021-02-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-02-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,1430,1430,0,1.0,0,True,EXACT_FULL_HISTORY
ZIL-USDT,2021-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1365,1365,0,1.0,0,True,EXACT_FULL_HISTORY
ZKJ-USDT,2024-03-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-03-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,288,288,0,1.0,0,True,EXACT_FULL_HISTORY
ZPAY-USDT,2023-04-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-04-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,618,618,0,1.0,0,True,EXACT_FULL_HISTORY
ZRX-USDT,2023-11-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,406,406,0,1.0,0,True,EXACT_FULL_HISTORY
